ID client,Score client (sur 100),y_pred,Âge,Genre,Type contrat,Prédiction crédit
378192,8.53,0,36,Femme,Prêt en espèces,Pas de défaut de paiement
251261,1.68,0,50,Femme,Prêt en espèces,Pas de défaut de paiement
122057,2.56,0,61,Femme,Prêt en espèces,Pas de défaut de paiement
348725,20.44,0,49,Femme,Prêt en espèces,Pas de défaut de paiement
342520,4.46,0,65,Femme,Prêt en espèces,Pas de défaut de paiement
201776,7.19,0,34,Femme,Prêt en espèces,Pas de défaut de paiement
176439,9.32,0,57,Femme,Prêt en espèces,Pas de défaut de paiement
345434,18.58,0,29,Homme,Prêt en espèces,Pas de défaut de paiement
183253,16.38,0,51,Femme,Prêt renouvelable,Pas de défaut de paiement
348324,4.75,0,64,Femme,Prêt en espèces,Pas de défaut de paiement
311328,5.82,0,48,Femme,Prêt en espèces,Pas de défaut de paiement
322672,3.8,0,49,Femme,Prêt en espèces,Pas de défaut de paiement
122144,4.37,0,36,Homme,Prêt en espèces,Pas de défaut de paiement
375963,3.32,0,27,Homme,Prêt en espèces,Pas de défaut de paiement
237327,17.5,0,33,Femme,Prêt en espèces,Pas de défaut de paiement
226359,11.4,0,51,Femme,Prêt en espèces,Pas de défaut de paiement
416347,7.96,0,45,Femme,Prêt en espèces,Pas de défaut de paiement
450843,4.46,0,64,Femme,Prêt en espèces,Pas de défaut de paiement
451923,3.57,0,61,Femme,Prêt en espèces,Pas de défaut de paiement
413982,2.76,0,60,Femme,Prêt en espèces,Pas de défaut de paiement
232908,9.31,0,64,Femme,Prêt en espèces,Pas de défaut de paiement
428779,4.01,0,43,Femme,Prêt en espèces,Pas de défaut de paiement
366371,7.82,0,27,Femme,Prêt en espèces,Pas de défaut de paiement
342952,7.59,0,47,Homme,Prêt en espèces,Pas de défaut de paiement
390232,16.63,0,55,Homme,Prêt en espèces,Pas de défaut de paiement
329286,8.09,0,28,Femme,Prêt en espèces,Pas de défaut de paiement
416290,3.91,0,49,Femme,Prêt en espèces,Pas de défaut de paiement
147933,2.26,0,53,Homme,Prêt en espèces,Pas de défaut de paiement
411213,3.17,0,64,Homme,Prêt en espèces,Pas de défaut de paiement
294439,19.47,0,26,Homme,Prêt en espèces,Pas de défaut de paiement
279021,29.02,1,27,Femme,Prêt en espèces,Défaut de paiement
303580,2.55,0,56,Femme,Prêt en espèces,Pas de défaut de paiement
136819,4.47,0,60,Femme,Prêt en espèces,Pas de défaut de paiement
371911,3.79,0,40,Femme,Prêt en espèces,Pas de défaut de paiement
159656,3.06,0,57,Femme,Prêt en espèces,Pas de défaut de paiement
456016,6.15,0,38,Homme,Prêt en espèces,Pas de défaut de paiement
278721,2.71,0,53,Femme,Prêt en espèces,Pas de défaut de paiement
179616,3.52,0,54,Homme,Prêt en espèces,Pas de défaut de paiement
337031,6.24,0,62,Femme,Prêt en espèces,Pas de défaut de paiement
426197,4.15,0,23,Femme,Prêt en espèces,Pas de défaut de paiement
238325,10.58,0,28,Homme,Prêt en espèces,Pas de défaut de paiement
269290,7.91,0,30,Homme,Prêt en espèces,Pas de défaut de paiement
303564,5.3,0,42,Femme,Prêt en espèces,Pas de défaut de paiement
349626,5.55,0,36,Femme,Prêt en espèces,Pas de défaut de paiement
377708,2.47,0,36,Homme,Prêt en espèces,Pas de défaut de paiement
444038,8.6,0,31,Homme,Prêt en espèces,Pas de défaut de paiement
136976,5.0,0,23,Homme,Prêt en espèces,Pas de défaut de paiement
401598,7.66,0,35,Femme,Prêt en espèces,Pas de défaut de paiement
123699,9.08,0,46,Femme,Prêt en espèces,Pas de défaut de paiement
184664,40.21,1,48,Femme,Prêt en espèces,Défaut de paiement
385277,3.23,0,61,Femme,Prêt en espèces,Pas de défaut de paiement
344183,8.05,0,32,Femme,Prêt en espèces,Pas de défaut de paiement
308279,5.42,0,63,Femme,Prêt en espèces,Pas de défaut de paiement
255042,32.44,1,30,Femme,Prêt en espèces,Défaut de paiement
366803,23.79,0,51,Femme,Prêt en espèces,Pas de défaut de paiement
211343,1.61,0,60,Femme,Prêt en espèces,Pas de défaut de paiement
248899,1.86,0,54,Femme,Prêt en espèces,Pas de défaut de paiement
271975,4.6,0,23,Homme,Prêt en espèces,Pas de défaut de paiement
134129,4.43,0,28,Femme,Prêt en espèces,Pas de défaut de paiement
158955,2.12,0,66,Femme,Prêt en espèces,Pas de défaut de paiement
235962,14.03,0,43,Homme,Prêt en espèces,Pas de défaut de paiement
438500,17.35,0,54,Femme,Prêt en espèces,Pas de défaut de paiement
405985,5.07,0,44,Homme,Prêt en espèces,Pas de défaut de paiement
278889,12.69,0,52,Homme,Prêt en espèces,Pas de défaut de paiement
416495,10.35,0,40,Femme,Prêt en espèces,Pas de défaut de paiement
173345,16.49,0,44,Femme,Prêt en espèces,Pas de défaut de paiement
296440,28.68,1,40,Femme,Prêt en espèces,Défaut de paiement
324102,2.77,0,48,Femme,Prêt en espèces,Pas de défaut de paiement
396859,3.8,0,26,Homme,Prêt en espèces,Pas de défaut de paiement
135103,2.12,0,61,Femme,Prêt en espèces,Pas de défaut de paiement
238835,4.89,0,57,Femme,Prêt en espèces,Pas de défaut de paiement
183687,12.4,0,38,Femme,Prêt en espèces,Pas de défaut de paiement
228075,14.54,0,37,Femme,Prêt renouvelable,Pas de défaut de paiement
243658,4.46,0,36,Homme,Prêt en espèces,Pas de défaut de paiement
302382,30.1,1,40,Femme,Prêt en espèces,Défaut de paiement
306163,12.02,0,35,Femme,Prêt en espèces,Pas de défaut de paiement
334087,4.48,0,63,Femme,Prêt en espèces,Pas de défaut de paiement
429289,26.83,0,30,Femme,Prêt en espèces,Pas de défaut de paiement
232201,7.02,0,41,Femme,Prêt en espèces,Pas de défaut de paiement
264107,2.11,0,53,Femme,Prêt en espèces,Pas de défaut de paiement
376204,10.28,0,26,Femme,Prêt en espèces,Pas de défaut de paiement
122003,1.59,0,31,Femme,Prêt renouvelable,Pas de défaut de paiement
189709,1.74,0,47,Homme,Prêt renouvelable,Pas de défaut de paiement
153518,5.56,0,61,Homme,Prêt en espèces,Pas de défaut de paiement
299549,8.05,0,42,Homme,Prêt en espèces,Pas de défaut de paiement
112816,8.24,0,65,Femme,Prêt en espèces,Pas de défaut de paiement
120715,33.33,1,51,Homme,Prêt en espèces,Défaut de paiement
258967,5.14,0,51,Femme,Prêt en espèces,Pas de défaut de paiement
424829,5.99,0,40,Femme,Prêt en espèces,Pas de défaut de paiement
455927,10.28,0,43,Femme,Prêt en espèces,Pas de défaut de paiement
442220,3.54,0,48,Femme,Prêt en espèces,Pas de défaut de paiement
283474,4.0,0,30,Femme,Prêt en espèces,Pas de défaut de paiement
222957,2.0,0,61,Femme,Prêt en espèces,Pas de défaut de paiement
170883,2.7,0,33,Femme,Prêt en espèces,Pas de défaut de paiement
277385,2.33,0,42,Femme,Prêt en espèces,Pas de défaut de paiement
121803,4.84,0,67,Femme,Prêt en espèces,Pas de défaut de paiement
226801,7.09,0,61,Femme,Prêt en espèces,Pas de défaut de paiement
133217,6.12,0,44,Femme,Prêt en espèces,Pas de défaut de paiement
316767,9.19,0,46,Femme,Prêt en espèces,Pas de défaut de paiement
104359,5.4,0,49,Femme,Prêt en espèces,Pas de défaut de paiement
163001,2.89,0,33,Femme,Prêt en espèces,Pas de défaut de paiement
210927,6.65,0,38,Homme,Prêt en espèces,Pas de défaut de paiement
137832,5.41,0,38,Homme,Prêt en espèces,Pas de défaut de paiement
122930,2.07,0,41,Femme,Prêt en espèces,Pas de défaut de paiement
237650,3.64,0,39,Femme,Prêt en espèces,Pas de défaut de paiement
119176,6.66,0,61,Homme,Prêt en espèces,Pas de défaut de paiement
172739,4.52,0,55,Femme,Prêt en espèces,Pas de défaut de paiement
156560,4.31,0,63,Femme,Prêt en espèces,Pas de défaut de paiement
169921,16.47,0,29,Femme,Prêt en espèces,Pas de défaut de paiement
129514,4.98,0,28,Femme,Prêt en espèces,Pas de défaut de paiement
329314,5.67,0,57,Femme,Prêt en espèces,Pas de défaut de paiement
352344,3.22,0,44,Femme,Prêt en espèces,Pas de défaut de paiement
249165,8.34,0,60,Femme,Prêt en espèces,Pas de défaut de paiement
267810,7.12,0,24,Femme,Prêt renouvelable,Pas de défaut de paiement
448088,5.04,0,49,Femme,Prêt en espèces,Pas de défaut de paiement
262160,19.72,0,27,Femme,Prêt en espèces,Pas de défaut de paiement
114105,2.78,0,55,Femme,Prêt en espèces,Pas de défaut de paiement
306046,4.52,0,47,Femme,Prêt en espèces,Pas de défaut de paiement
323695,17.15,0,44,Femme,Prêt en espèces,Pas de défaut de paiement
113357,1.95,0,35,Femme,Prêt en espèces,Pas de défaut de paiement
368664,4.69,0,28,Femme,Prêt en espèces,Pas de défaut de paiement
241408,9.81,0,37,Femme,Prêt en espèces,Pas de défaut de paiement
428284,5.35,0,32,Homme,Prêt en espèces,Pas de défaut de paiement
341643,23.38,0,59,Femme,Prêt en espèces,Pas de défaut de paiement
225720,24.88,0,25,Homme,Prêt en espèces,Pas de défaut de paiement
223753,3.11,0,50,Femme,Prêt en espèces,Pas de défaut de paiement
209417,4.27,0,35,Femme,Prêt en espèces,Pas de défaut de paiement
175022,5.67,0,37,Femme,Prêt renouvelable,Pas de défaut de paiement
315902,2.42,0,53,Femme,Prêt en espèces,Pas de défaut de paiement
340376,2.41,0,49,Homme,Prêt en espèces,Pas de défaut de paiement
290673,5.55,0,30,Homme,Prêt en espèces,Pas de défaut de paiement
254788,6.39,0,57,Femme,Prêt renouvelable,Pas de défaut de paiement
362029,19.3,0,35,Femme,Prêt en espèces,Pas de défaut de paiement
326504,24.68,0,27,Femme,Prêt en espèces,Pas de défaut de paiement
219869,15.49,0,24,Femme,Prêt en espèces,Pas de défaut de paiement
170320,42.14,1,53,Homme,Prêt en espèces,Défaut de paiement
186692,19.18,0,64,Homme,Prêt en espèces,Pas de défaut de paiement
450156,9.24,0,24,Femme,Prêt en espèces,Pas de défaut de paiement
166170,20.66,0,30,Homme,Prêt en espèces,Pas de défaut de paiement
221076,2.03,0,47,Homme,Prêt en espèces,Pas de défaut de paiement
323912,20.9,0,40,Femme,Prêt en espèces,Pas de défaut de paiement
320526,3.6,0,32,Homme,Prêt en espèces,Pas de défaut de paiement
133576,4.87,0,44,Femme,Prêt en espèces,Pas de défaut de paiement
281746,4.54,0,47,Femme,Prêt en espèces,Pas de défaut de paiement
339806,2.3,0,65,Femme,Prêt en espèces,Pas de défaut de paiement
194285,13.22,0,40,Homme,Prêt en espèces,Pas de défaut de paiement
309719,5.94,0,29,Femme,Prêt en espèces,Pas de défaut de paiement
385878,6.03,0,26,Femme,Prêt en espèces,Pas de défaut de paiement
192275,5.37,0,67,Femme,Prêt en espèces,Pas de défaut de paiement
196896,13.18,0,35,Femme,Prêt en espèces,Pas de défaut de paiement
319819,2.57,0,59,Femme,Prêt en espèces,Pas de défaut de paiement
344059,3.61,0,46,Femme,Prêt en espèces,Pas de défaut de paiement
443926,2.69,0,36,Homme,Prêt en espèces,Pas de défaut de paiement
231949,6.06,0,36,Femme,Prêt en espèces,Pas de défaut de paiement
430593,5.36,0,29,Femme,Prêt en espèces,Pas de défaut de paiement
411982,21.46,0,57,Femme,Prêt en espèces,Pas de défaut de paiement
446142,12.27,0,67,Femme,Prêt en espèces,Pas de défaut de paiement
423016,8.05,0,44,Homme,Prêt renouvelable,Pas de défaut de paiement
418704,7.99,0,39,Femme,Prêt renouvelable,Pas de défaut de paiement
449908,15.54,0,26,Femme,Prêt en espèces,Pas de défaut de paiement
197343,15.49,0,21,Homme,Prêt en espèces,Pas de défaut de paiement
189129,23.85,0,33,Femme,Prêt en espèces,Pas de défaut de paiement
355684,4.19,0,63,Femme,Prêt en espèces,Pas de défaut de paiement
158317,7.8,0,34,Homme,Prêt en espèces,Pas de défaut de paiement
195131,1.97,0,57,Femme,Prêt renouvelable,Pas de défaut de paiement
181133,4.36,0,49,Homme,Prêt en espèces,Pas de défaut de paiement
248098,9.09,0,29,Femme,Prêt en espèces,Pas de défaut de paiement
370961,2.94,0,61,Femme,Prêt en espèces,Pas de défaut de paiement
453187,19.19,0,27,Homme,Prêt en espèces,Pas de défaut de paiement
203309,3.36,0,45,Femme,Prêt en espèces,Pas de défaut de paiement
322330,5.12,0,57,Femme,Prêt en espèces,Pas de défaut de paiement
135321,22.73,0,26,Femme,Prêt en espèces,Pas de défaut de paiement
176316,3.96,0,44,Femme,Prêt en espèces,Pas de défaut de paiement
180028,8.29,0,37,Homme,Prêt en espèces,Pas de défaut de paiement
188046,2.8,0,29,Femme,Prêt en espèces,Pas de défaut de paiement
407525,8.71,0,37,Femme,Prêt en espèces,Pas de défaut de paiement
391421,6.66,0,31,Femme,Prêt en espèces,Pas de défaut de paiement
213314,7.1,0,27,Femme,Prêt en espèces,Pas de défaut de paiement
357147,5.25,0,41,Homme,Prêt en espèces,Pas de défaut de paiement
356915,10.71,0,51,Femme,Prêt en espèces,Pas de défaut de paiement
100041,4.33,0,33,Femme,Prêt en espèces,Pas de défaut de paiement
442115,3.45,0,29,Femme,Prêt renouvelable,Pas de défaut de paiement
255340,6.77,0,41,Femme,Prêt en espèces,Pas de défaut de paiement
277126,11.95,0,39,Homme,Prêt en espèces,Pas de défaut de paiement
154051,2.09,0,47,Homme,Prêt en espèces,Pas de défaut de paiement
374041,2.0,0,36,Femme,Prêt en espèces,Pas de défaut de paiement
411937,29.99,1,39,Femme,Prêt en espèces,Défaut de paiement
443387,3.29,0,44,Femme,Prêt en espèces,Pas de défaut de paiement
296945,5.01,0,30,Homme,Prêt en espèces,Pas de défaut de paiement
270691,2.98,0,40,Femme,Prêt en espèces,Pas de défaut de paiement
205536,5.32,0,62,Femme,Prêt renouvelable,Pas de défaut de paiement
145576,4.76,0,58,Homme,Prêt en espèces,Pas de défaut de paiement
243174,16.47,0,38,Femme,Prêt en espèces,Pas de défaut de paiement
208883,5.96,0,57,Femme,Prêt en espèces,Pas de défaut de paiement
446903,4.54,0,42,Femme,Prêt en espèces,Pas de défaut de paiement
233120,13.5,0,22,Femme,Prêt renouvelable,Pas de défaut de paiement
429507,10.81,0,34,Homme,Prêt en espèces,Pas de défaut de paiement
150589,13.8,0,58,Homme,Prêt en espèces,Pas de défaut de paiement
399136,6.1,0,57,Femme,Prêt en espèces,Pas de défaut de paiement
167445,3.37,0,63,Femme,Prêt en espèces,Pas de défaut de paiement
390350,2.13,0,48,Femme,Prêt en espèces,Pas de défaut de paiement
334947,7.37,0,32,Homme,Prêt en espèces,Pas de défaut de paiement
160839,3.95,0,27,Femme,Prêt en espèces,Pas de défaut de paiement
438912,6.88,0,42,Femme,Prêt en espèces,Pas de défaut de paiement
182231,1.51,0,40,Femme,Prêt en espèces,Pas de défaut de paiement
378291,18.4,0,35,Femme,Prêt en espèces,Pas de défaut de paiement
265291,12.05,0,23,Femme,Prêt en espèces,Pas de défaut de paiement
365313,3.31,0,44,Femme,Prêt en espèces,Pas de défaut de paiement
395436,7.22,0,59,Femme,Prêt en espèces,Pas de défaut de paiement
112257,10.54,0,57,Femme,Prêt en espèces,Pas de défaut de paiement
232709,12.09,0,47,Femme,Prêt en espèces,Pas de défaut de paiement
150116,16.8,0,42,Homme,Prêt renouvelable,Pas de défaut de paiement
395633,1.69,0,46,Femme,Prêt en espèces,Pas de défaut de paiement
335029,2.34,0,49,Homme,Prêt en espèces,Pas de défaut de paiement
273780,32.91,1,35,Femme,Prêt en espèces,Défaut de paiement
360869,1.67,0,42,Femme,Prêt en espèces,Pas de défaut de paiement
371379,6.88,0,56,Homme,Prêt en espèces,Pas de défaut de paiement
319657,30.45,1,31,Femme,Prêt en espèces,Défaut de paiement
431855,2.61,0,52,Femme,Prêt en espèces,Pas de défaut de paiement
158407,10.87,0,57,Femme,Prêt en espèces,Pas de défaut de paiement
421307,5.85,0,63,Femme,Prêt en espèces,Pas de défaut de paiement
196448,12.88,0,32,Femme,Prêt en espèces,Pas de défaut de paiement
253643,16.16,0,46,Homme,Prêt en espèces,Pas de défaut de paiement
351499,22.3,0,43,Femme,Prêt en espèces,Pas de défaut de paiement
145445,12.93,0,45,Femme,Prêt en espèces,Pas de défaut de paiement
282919,20.71,0,35,Homme,Prêt renouvelable,Pas de défaut de paiement
186601,7.67,0,23,Homme,Prêt en espèces,Pas de défaut de paiement
341543,9.52,0,30,Femme,Prêt en espèces,Pas de défaut de paiement
346363,14.85,0,30,Homme,Prêt en espèces,Pas de défaut de paiement
317370,13.94,0,28,Femme,Prêt en espèces,Pas de défaut de paiement
248344,3.99,0,64,Homme,Prêt en espèces,Pas de défaut de paiement
124784,14.77,0,55,Femme,Prêt en espèces,Pas de défaut de paiement
363443,6.44,0,26,Homme,Prêt en espèces,Pas de défaut de paiement
167334,3.51,0,41,Femme,Prêt en espèces,Pas de défaut de paiement
183520,2.06,0,59,Femme,Prêt renouvelable,Pas de défaut de paiement
122348,11.45,0,30,Femme,Prêt en espèces,Pas de défaut de paiement
359345,1.7,0,58,Homme,Prêt renouvelable,Pas de défaut de paiement
102857,11.03,0,48,Femme,Prêt en espèces,Pas de défaut de paiement
190803,5.03,0,38,Homme,Prêt en espèces,Pas de défaut de paiement
297522,1.97,0,47,Homme,Prêt en espèces,Pas de défaut de paiement
386400,7.86,0,45,Femme,Prêt en espèces,Pas de défaut de paiement
394661,20.46,0,38,Homme,Prêt en espèces,Pas de défaut de paiement
279867,2.35,0,44,Femme,Prêt en espèces,Pas de défaut de paiement
369507,18.44,0,39,Femme,Prêt en espèces,Pas de défaut de paiement
308836,5.46,0,25,Homme,Prêt en espèces,Pas de défaut de paiement
317795,5.51,0,39,Femme,Prêt renouvelable,Pas de défaut de paiement
322436,6.67,0,50,Femme,Prêt renouvelable,Pas de défaut de paiement
106776,14.3,0,26,Homme,Prêt en espèces,Pas de défaut de paiement
276809,7.85,0,33,Homme,Prêt en espèces,Pas de défaut de paiement
238966,3.44,0,63,Femme,Prêt en espèces,Pas de défaut de paiement
212353,5.64,0,22,Femme,Prêt en espèces,Pas de défaut de paiement
245625,12.73,0,57,Femme,Prêt en espèces,Pas de défaut de paiement
354721,7.35,0,51,Femme,Prêt en espèces,Pas de défaut de paiement
125550,8.12,0,53,Homme,Prêt en espèces,Pas de défaut de paiement
114277,20.82,0,30,Homme,Prêt en espèces,Pas de défaut de paiement
392006,5.02,0,46,Femme,Prêt en espèces,Pas de défaut de paiement
407728,2.08,0,50,Femme,Prêt en espèces,Pas de défaut de paiement
445298,1.72,0,22,Femme,Prêt renouvelable,Pas de défaut de paiement
126199,2.5,0,55,Femme,Prêt en espèces,Pas de défaut de paiement
205166,3.85,0,57,Homme,Prêt en espèces,Pas de défaut de paiement
255670,3.5,0,41,Homme,Prêt en espèces,Pas de défaut de paiement
328054,5.39,0,56,Homme,Prêt en espèces,Pas de défaut de paiement
442649,2.7,0,30,Homme,Prêt en espèces,Pas de défaut de paiement
240035,4.86,0,43,Femme,Prêt en espèces,Pas de défaut de paiement
103992,8.03,0,39,Homme,Prêt en espèces,Pas de défaut de paiement
314600,5.6,0,29,Homme,Prêt en espèces,Pas de défaut de paiement
412541,3.12,0,31,Homme,Prêt renouvelable,Pas de défaut de paiement
282137,3.6,0,48,Femme,Prêt renouvelable,Pas de défaut de paiement
281193,4.47,0,38,Femme,Prêt en espèces,Pas de défaut de paiement
307878,2.16,0,30,Femme,Prêt en espèces,Pas de défaut de paiement
148686,15.34,0,41,Homme,Prêt en espèces,Pas de défaut de paiement
407569,12.53,0,34,Homme,Prêt en espèces,Pas de défaut de paiement
288899,3.0,0,40,Homme,Prêt renouvelable,Pas de défaut de paiement
341789,3.66,0,43,Femme,Prêt en espèces,Pas de défaut de paiement
219448,57.97,1,38,Homme,Prêt en espèces,Défaut de paiement
323906,14.84,0,41,Femme,Prêt en espèces,Pas de défaut de paiement
447560,10.19,0,29,Femme,Prêt en espèces,Pas de défaut de paiement
265982,12.25,0,33,Femme,Prêt en espèces,Pas de défaut de paiement
169570,9.74,0,24,Femme,Prêt en espèces,Pas de défaut de paiement
416784,9.05,0,45,Femme,Prêt en espèces,Pas de défaut de paiement
276912,3.59,0,55,Femme,Prêt en espèces,Pas de défaut de paiement
402324,3.05,0,50,Homme,Prêt en espèces,Pas de défaut de paiement
106835,4.85,0,37,Femme,Prêt en espèces,Pas de défaut de paiement
132661,2.25,0,39,Homme,Prêt en espèces,Pas de défaut de paiement
272904,3.96,0,61,Homme,Prêt en espèces,Pas de défaut de paiement
122176,4.05,0,58,Femme,Prêt en espèces,Pas de défaut de paiement
329682,4.21,0,54,Femme,Prêt en espèces,Pas de défaut de paiement
133112,29.72,1,60,Femme,Prêt en espèces,Défaut de paiement
236564,9.06,0,31,Homme,Prêt en espèces,Pas de défaut de paiement
103282,5.14,0,44,Femme,Prêt en espèces,Pas de défaut de paiement
181253,4.15,0,46,Homme,Prêt renouvelable,Pas de défaut de paiement
356141,6.25,0,56,Femme,Prêt en espèces,Pas de défaut de paiement
296244,13.74,0,41,Femme,Prêt renouvelable,Pas de défaut de paiement
359017,3.03,0,46,Femme,Prêt en espèces,Pas de défaut de paiement
127278,2.85,0,28,Femme,Prêt en espèces,Pas de défaut de paiement
338930,20.29,0,54,Femme,Prêt en espèces,Pas de défaut de paiement
167388,2.61,0,33,Homme,Prêt en espèces,Pas de défaut de paiement
436080,7.89,0,39,Femme,Prêt en espèces,Pas de défaut de paiement
337437,13.86,0,28,Homme,Prêt en espèces,Pas de défaut de paiement
147274,9.27,0,63,Homme,Prêt renouvelable,Pas de défaut de paiement
349091,7.36,0,52,Femme,Prêt en espèces,Pas de défaut de paiement
147971,11.92,0,26,Homme,Prêt en espèces,Pas de défaut de paiement
352278,4.07,0,51,Femme,Prêt en espèces,Pas de défaut de paiement
293756,2.38,0,59,Femme,Prêt en espèces,Pas de défaut de paiement
100323,3.52,0,49,Homme,Prêt en espèces,Pas de défaut de paiement
235642,11.05,0,42,Femme,Prêt en espèces,Pas de défaut de paiement
395523,3.72,0,56,Femme,Prêt en espèces,Pas de défaut de paiement
303390,27.76,1,27,Homme,Prêt en espèces,Défaut de paiement
202642,7.69,0,55,Femme,Prêt en espèces,Pas de défaut de paiement
415463,2.87,0,37,Homme,Prêt en espèces,Pas de défaut de paiement
200699,11.07,0,59,Femme,Prêt en espèces,Pas de défaut de paiement
448349,3.1,0,42,Femme,Prêt en espèces,Pas de défaut de paiement
211603,17.14,0,46,Femme,Prêt en espèces,Pas de défaut de paiement
156762,6.12,0,48,Homme,Prêt en espèces,Pas de défaut de paiement
422868,3.36,0,26,Femme,Prêt en espèces,Pas de défaut de paiement
228438,7.62,0,30,Homme,Prêt en espèces,Pas de défaut de paiement
316307,4.69,0,57,Femme,Prêt en espèces,Pas de défaut de paiement
365892,19.1,0,46,Homme,Prêt renouvelable,Pas de défaut de paiement
347375,6.84,0,54,Femme,Prêt renouvelable,Pas de défaut de paiement
215654,10.85,0,55,Homme,Prêt en espèces,Pas de défaut de paiement
290499,2.96,0,60,Femme,Prêt en espèces,Pas de défaut de paiement
306271,6.36,0,35,Femme,Prêt en espèces,Pas de défaut de paiement
369549,9.58,0,45,Femme,Prêt renouvelable,Pas de défaut de paiement
299834,5.72,0,53,Femme,Prêt en espèces,Pas de défaut de paiement
145783,2.36,0,41,Femme,Prêt en espèces,Pas de défaut de paiement
151772,25.24,0,35,Homme,Prêt en espèces,Pas de défaut de paiement
344030,2.13,0,40,Homme,Prêt en espèces,Pas de défaut de paiement
141013,5.49,0,48,Homme,Prêt en espèces,Pas de défaut de paiement
394671,18.83,0,27,Homme,Prêt en espèces,Pas de défaut de paiement
366610,34.03,1,48,Homme,Prêt en espèces,Défaut de paiement
228390,3.36,0,40,Femme,Prêt en espèces,Pas de défaut de paiement
180154,9.98,0,26,Femme,Prêt en espèces,Pas de défaut de paiement
357928,11.68,0,24,Homme,Prêt en espèces,Pas de défaut de paiement
398411,1.47,0,49,Femme,Prêt renouvelable,Pas de défaut de paiement
455205,10.23,0,50,Homme,Prêt en espèces,Pas de défaut de paiement
102186,6.95,0,39,Femme,Prêt en espèces,Pas de défaut de paiement
452665,2.37,0,47,Femme,Prêt en espèces,Pas de défaut de paiement
221038,7.5,0,35,Femme,Prêt en espèces,Pas de défaut de paiement
165989,24.44,0,27,Femme,Prêt en espèces,Pas de défaut de paiement
346629,4.17,0,54,Femme,Prêt renouvelable,Pas de défaut de paiement
138180,2.28,0,61,Femme,Prêt en espèces,Pas de défaut de paiement
449463,1.57,0,35,Homme,Prêt renouvelable,Pas de défaut de paiement
248238,16.92,0,31,Homme,Prêt en espèces,Pas de défaut de paiement
116283,3.08,0,57,Homme,Prêt en espèces,Pas de défaut de paiement
287907,2.16,0,54,Femme,Prêt en espèces,Pas de défaut de paiement
256033,5.54,0,48,Femme,Prêt en espèces,Pas de défaut de paiement
305147,6.87,0,41,Femme,Prêt en espèces,Pas de défaut de paiement
393226,10.14,0,42,Homme,Prêt renouvelable,Pas de défaut de paiement
105482,7.96,0,35,Femme,Prêt en espèces,Pas de défaut de paiement
180328,10.07,0,42,Femme,Prêt en espèces,Pas de défaut de paiement
348147,3.26,0,58,Homme,Prêt en espèces,Pas de défaut de paiement
194963,2.25,0,55,Femme,Prêt en espèces,Pas de défaut de paiement
323151,3.44,0,40,Femme,Prêt en espèces,Pas de défaut de paiement
284146,6.11,0,40,Homme,Prêt en espèces,Pas de défaut de paiement
327165,9.01,0,55,Femme,Prêt en espèces,Pas de défaut de paiement
264141,3.96,0,36,Homme,Prêt en espèces,Pas de défaut de paiement
415009,6.83,0,27,Femme,Prêt en espèces,Pas de défaut de paiement
398860,4.81,0,53,Femme,Prêt en espèces,Pas de défaut de paiement
187513,8.77,0,37,Femme,Prêt en espèces,Pas de défaut de paiement
400023,5.27,0,56,Femme,Prêt en espèces,Pas de défaut de paiement
174515,11.27,0,39,Homme,Prêt en espèces,Pas de défaut de paiement
305455,2.13,0,43,Femme,Prêt en espèces,Pas de défaut de paiement
454517,2.54,0,55,Femme,Prêt en espèces,Pas de défaut de paiement
254630,13.62,0,64,Femme,Prêt en espèces,Pas de défaut de paiement
170712,6.35,0,59,Femme,Prêt en espèces,Pas de défaut de paiement
225562,7.15,0,43,Femme,Prêt en espèces,Pas de défaut de paiement
156047,3.58,0,51,Femme,Prêt en espèces,Pas de défaut de paiement
172525,2.35,0,52,Femme,Prêt en espèces,Pas de défaut de paiement
354211,14.23,0,47,Homme,Prêt en espèces,Pas de défaut de paiement
126660,5.75,0,22,Homme,Prêt en espèces,Pas de défaut de paiement
329659,5.59,0,45,Homme,Prêt en espèces,Pas de défaut de paiement
418837,2.58,0,33,Homme,Prêt en espèces,Pas de défaut de paiement
430244,31.01,1,25,Femme,Prêt en espèces,Défaut de paiement
191456,13.72,0,54,Homme,Prêt en espèces,Pas de défaut de paiement
107952,6.43,0,44,Homme,Prêt en espèces,Pas de défaut de paiement
324726,5.05,0,54,Femme,Prêt en espèces,Pas de défaut de paiement
269770,2.94,0,46,Femme,Prêt en espèces,Pas de défaut de paiement
269298,14.15,0,24,Femme,Prêt en espèces,Pas de défaut de paiement
296387,3.36,0,35,Femme,Prêt en espèces,Pas de défaut de paiement
215107,30.52,1,44,Femme,Prêt en espèces,Défaut de paiement
417741,1.66,0,60,Femme,Prêt en espèces,Pas de défaut de paiement
265931,3.96,0,28,Femme,Prêt en espèces,Pas de défaut de paiement
242945,29.86,1,52,Homme,Prêt en espèces,Défaut de paiement
174315,3.04,0,30,Homme,Prêt en espèces,Pas de défaut de paiement
305671,7.07,0,23,Femme,Prêt en espèces,Pas de défaut de paiement
302486,4.98,0,48,Homme,Prêt en espèces,Pas de défaut de paiement
117592,3.4,0,58,Femme,Prêt en espèces,Pas de défaut de paiement
164224,6.95,0,24,Femme,Prêt en espèces,Pas de défaut de paiement
